steps,best_pred_error_rate
250,"{0: 0.99, 1: 0.47, 2: 0.44, 3: 0.55, 4: 0.43}"
500,"{0: 0.96, 1: 0.46, 2: 0.47, 3: 0.47, 4: 0.42}"
750,"{0: 0.91, 1: 0.35, 2: 0.37, 3: 0.35, 4: 0.41}"
1000,"{0: 0.97, 1: 0.46, 2: 0.5, 3: 0.5, 4: 0.42}"
1250,"{0: 0.95, 1: 0.32, 2: 0.43, 3: 0.4, 4: 0.39}"
1500,"{0: 0.97, 1: 0.38, 2: 0.24, 3: 0.39, 4: 0.42}"
1750,"{0: 0.97, 1: 0.36, 2: 0.32, 3: 0.39, 4: 0.41}"
2000,"{0: 0.95, 1: 0.35, 2: 0.22, 3: 0.25, 4: 0.36}"
2250,"{0: 0.9, 1: 0.38, 2: 0.34, 3: 0.37, 4: 0.35}"
2500,"{0: 0.91, 1: 0.43, 2: 0.32, 3: 0.36, 4: 0.37}"
2750,"{0: 0.96, 1: 0.4, 2: 0.34, 3: 0.35, 4: 0.4}"
3000,"{0: 0.93, 1: 0.38, 2: 0.38, 3: 0.34, 4: 0.38}"
3250,"{0: 0.96, 1: 0.35, 2: 0.33, 3: 0.34, 4: 0.37}"
3500,"{0: 0.93, 1: 0.3, 2: 0.38, 3: 0.32, 4: 0.26}"
3750,"{0: 0.93, 1: 0.32, 2: 0.3, 3: 0.32, 4: 0.34}"
4000,"{0: 0.96, 1: 0.35, 2: 0.34, 3: 0.29, 4: 0.26}"
4250,"{0: 0.99, 1: 0.43, 2: 0.33, 3: 0.34, 4: 0.34}"
4500,"{0: 0.96, 1: 0.43, 2: 0.33, 3: 0.36, 4: 0.33}"
4750,"{0: 0.92, 1: 0.39, 2: 0.26, 3: 0.33, 4: 0.32}"
5000,"{0: 0.94, 1: 0.32, 2: 0.28, 3: 0.31, 4: 0.31}"
5250,"{0: 0.96, 1: 0.44, 2: 0.31, 3: 0.41, 4: 0.33}"
5500,"{0: 0.96, 1: 0.38, 2: 0.4, 3: 0.39, 4: 0.28}"
5750,"{0: 0.96, 1: 0.43, 2: 0.3, 3: 0.34, 4: 0.42}"
6000,"{0: 0.93, 1: 0.41, 2: 0.27, 3: 0.32, 4: 0.37}"
6250,"{0: 0.93, 1: 0.35, 2: 0.33, 3: 0.33, 4: 0.34}"
6500,"{0: 0.9, 1: 0.3, 2: 0.35, 3: 0.3, 4: 0.21}"
6750,"{0: 0.94, 1: 0.38, 2: 0.2, 3: 0.31, 4: 0.33}"
7000,"{0: 0.94, 1: 0.32, 2: 0.34, 3: 0.33, 4: 0.36}"
7250,"{0: 0.97, 1: 0.42, 2: 0.28, 3: 0.38, 4: 0.22}"
7500,"{0: 0.96, 1: 0.45, 2: 0.31, 3: 0.3, 4: 0.26}"
7750,"{0: 0.98, 1: 0.51, 2: 0.36, 3: 0.35, 4: 0.33}"
8000,"{0: 0.92, 1: 0.57, 2: 0.35, 3: 0.33, 4: 0.31}"
8250,"{0: 0.93, 1: 0.37, 2: 0.35, 3: 0.32, 4: 0.29}"
8500,"{0: 0.93, 1: 0.39, 2: 0.31, 3: 0.29, 4: 0.39}"
8750,"{0: 0.96, 1: 0.41, 2: 0.38, 3: 0.29, 4: 0.45}"
9000,"{0: 0.93, 1: 0.42, 2: 0.3, 3: 0.35, 4: 0.26}"
9250,"{0: 0.94, 1: 0.42, 2: 0.34, 3: 0.31, 4: 0.28}"
9500,"{0: 0.95, 1: 0.51, 2: 0.33, 3: 0.3, 4: 0.39}"
9750,"{0: 0.94, 1: 0.46, 2: 0.34, 3: 0.25, 4: 0.36}"
10000,"{0: 0.94, 1: 0.39, 2: 0.24, 3: 0.31, 4: 0.33}"
10250,"{0: 0.93, 1: 0.4, 2: 0.34, 3: 0.32, 4: 0.31}"
10500,"{0: 0.95, 1: 0.45, 2: 0.32, 3: 0.39, 4: 0.38}"
10750,"{0: 0.91, 1: 0.41, 2: 0.28, 3: 0.33, 4: 0.32}"
11000,"{0: 0.93, 1: 0.36, 2: 0.28, 3: 0.36, 4: 0.29}"
11250,"{0: 0.97, 1: 0.41, 2: 0.28, 3: 0.29, 4: 0.35}"
11500,"{0: 0.98, 1: 0.43, 2: 0.27, 3: 0.32, 4: 0.32}"
11750,"{0: 0.95, 1: 0.35, 2: 0.32, 3: 0.34, 4: 0.32}"
12000,"{0: 0.97, 1: 0.4, 2: 0.28, 3: 0.34, 4: 0.36}"
12250,"{0: 0.97, 1: 0.4, 2: 0.12, 3: 0.29, 4: 0.34}"
12500,"{0: 0.91, 1: 0.4, 2: 0.27, 3: 0.33, 4: 0.21}"
12750,"{0: 0.94, 1: 0.33, 2: 0.29, 3: 0.34, 4: 0.35}"
13000,"{0: 0.96, 1: 0.51, 2: 0.33, 3: 0.33, 4: 0.27}"
13250,"{0: 0.93, 1: 0.43, 2: 0.27, 3: 0.39, 4: 0.31}"
13500,"{0: 0.98, 1: 0.43, 2: 0.29, 3: 0.33, 4: 0.29}"
13750,"{0: 0.95, 1: 0.6, 2: 0.32, 3: 0.26, 4: 0.29}"
14000,"{0: 0.96, 1: 0.43, 2: 0.28, 3: 0.33, 4: 0.35}"
14250,"{0: 0.97, 1: 0.4, 2: 0.35, 3: 0.27, 4: 0.33}"
14500,"{0: 0.99, 1: 0.43, 2: 0.35, 3: 0.4, 4: 0.29}"
14750,"{0: 0.93, 1: 0.39, 2: 0.26, 3: 0.33, 4: 0.31}"
15000,"{0: 0.96, 1: 0.32, 2: 0.26, 3: 0.25, 4: 0.29}"
15250,"{0: 0.94, 1: 0.36, 2: 0.26, 3: 0.31, 4: 0.33}"
15500,"{0: 0.97, 1: 0.41, 2: 0.25, 3: 0.39, 4: 0.22}"
15750,"{0: 0.94, 1: 0.36, 2: 0.32, 3: 0.25, 4: 0.35}"
16000,"{0: 0.94, 1: 0.5, 2: 0.29, 3: 0.32, 4: 0.24}"
16250,"{0: 0.95, 1: 0.35, 2: 0.3, 3: 0.3, 4: 0.29}"
16500,"{0: 0.96, 1: 0.45, 2: 0.35, 3: 0.32, 4: 0.33}"
16750,"{0: 0.96, 1: 0.48, 2: 0.36, 3: 0.31, 4: 0.31}"
17000,"{0: 0.92, 1: 0.41, 2: 0.32, 3: 0.3, 4: 0.42}"
17250,"{0: 0.95, 1: 0.4, 2: 0.35, 3: 0.22, 4: 0.3}"
17500,"{0: 0.97, 1: 0.36, 2: 0.3, 3: 0.28, 4: 0.35}"
17750,"{0: 0.96, 1: 0.48, 2: 0.33, 3: 0.27, 4: 0.3}"
18000,"{0: 0.99, 1: 0.44, 2: 0.33, 3: 0.33, 4: 0.31}"
18250,"{0: 0.98, 1: 0.41, 2: 0.32, 3: 0.38, 4: 0.34}"
18500,"{0: 0.94, 1: 0.56, 2: 0.38, 3: 0.26, 4: 0.32}"
18750,"{0: 0.93, 1: 0.42, 2: 0.38, 3: 0.25, 4: 0.3}"
19000,"{0: 0.92, 1: 0.53, 2: 0.35, 3: 0.28, 4: 0.32}"
19250,"{0: 0.97, 1: 0.41, 2: 0.26, 3: 0.27, 4: 0.28}"
19500,"{0: 0.96, 1: 0.45, 2: 0.29, 3: 0.29, 4: 0.33}"
19750,"{0: 0.96, 1: 0.41, 2: 0.31, 3: 0.24, 4: 0.21}"
20000,"{0: 0.95, 1: 0.46, 2: 0.42, 3: 0.28, 4: 0.29}"
20250,"{0: 0.97, 1: 0.46, 2: 0.31, 3: 0.21, 4: 0.4}"
20500,"{0: 0.95, 1: 0.49, 2: 0.35, 3: 0.31, 4: 0.33}"
20750,"{0: 0.91, 1: 0.35, 2: 0.29, 3: 0.33, 4: 0.33}"
21000,"{0: 0.96, 1: 0.54, 2: 0.37, 3: 0.28, 4: 0.25}"
21250,"{0: 0.95, 1: 0.44, 2: 0.35, 3: 0.37, 4: 0.39}"
21500,"{0: 0.92, 1: 0.4, 2: 0.3, 3: 0.21, 4: 0.33}"
21750,"{0: 0.91, 1: 0.44, 2: 0.33, 3: 0.27, 4: 0.28}"
22000,"{0: 0.96, 1: 0.43, 2: 0.21, 3: 0.35, 4: 0.33}"
22250,"{0: 0.96, 1: 0.47, 2: 0.31, 3: 0.39, 4: 0.28}"
22500,"{0: 0.97, 1: 0.37, 2: 0.28, 3: 0.33, 4: 0.28}"
22750,"{0: 0.98, 1: 0.37, 2: 0.3, 3: 0.28, 4: 0.27}"
23000,"{0: 0.99, 1: 0.45, 2: 0.25, 3: 0.35, 4: 0.39}"
23250,"{0: 0.97, 1: 0.49, 2: 0.25, 3: 0.29, 4: 0.23}"
23500,"{0: 0.96, 1: 0.44, 2: 0.33, 3: 0.2, 4: 0.24}"
23750,"{0: 0.95, 1: 0.43, 2: 0.32, 3: 0.29, 4: 0.21}"
24000,"{0: 0.95, 1: 0.4, 2: 0.33, 3: 0.24, 4: 0.27}"
24250,"{0: 0.97, 1: 0.38, 2: 0.34, 3: 0.24, 4: 0.27}"
24500,"{0: 0.92, 1: 0.43, 2: 0.27, 3: 0.33, 4: 0.33}"
24750,"{0: 0.96, 1: 0.46, 2: 0.29, 3: 0.32, 4: 0.26}"
25000,"{0: 0.99, 1: 0.47, 2: 0.41, 3: 0.37, 4: 0.23}"
